Order_ID,Order_Date,Month,Quarter,Product_ID,Product_Name,Category,City,Region,Sales_Channel,Customer_Segment,Payment_Method,Quantity,Unit_Price_INR,Discount_Percent,Total_Revenue_INR,Return_Flag,Customer_Rating
ORD0180,2024-11-05,November,Q4,P003,Office Chair,Furniture,Pune,West,Retail Store,SME,Cash,2,9600.0,20,19200.0,No,3
ORD0181,2024-11-28,November,Q4,P005,LED Desk Lamp,Furniture,Bangalore,South,Online,Individual,UPI,8,1440.0,20,11520.0,No,3
ORD0182,2024-05-13,May,Q2,P012,Monitor 24 inch,Electronics,Pune,West,Online,Enterprise,Net Banking,8,17100.0,5,136800.0,No,4
ORD0183,2024-03-29,March,Q1,P015,Webcam HD,Electronics,Pune,West,Online,Enterprise,Net Banking,6,3200.0,0,19200.0,No,
ORD0184,2024-06-02,June,Q2,P014,Filing Cabinet,Furniture,Mumbai,West,Corporate B2B,Enterprise,UPI,6,6800.0,20,40800.0,No,2
ORD0185,2024-05-01,May,Q2,P013,Printer Ink Cartridge,Stationery,Pune,West,Online,SME,EMI,10,855.0,10,8550.0,No,2
ORD0186,2024-11-09,November,Q4,P015,Webcam HD,Electronics,Delhi,North,Online,SME,Cash,8,2560.0,20,20480.0,No,5
ORD0187,2024-02-07,February,Q1,P003,Office Chair,Furniture,Chennai,South,Corporate B2B,Individual,Cash,8,9600.0,20,76800.0,No,5
ORD0188,2024-11-23,November,Q4,P010,Whiteboard Marker Set,Stationery,Mumbai,West,Online,SME,EMI,1,180.0,0,180.0,No,2
ORD0189,2024-06-14,June,Q2,P015,Webcam HD,Electronics,Bangalore,South,Retail Store,Enterprise,Net Banking,2,2880.0,10,5760.0,No,3
ORD0190,2024-03-05,March,Q1,P011,Standing Desk,Furniture,Hyderabad,South,Corporate B2B,Enterprise,Credit Card,9,20900.0,5,188100.0,No,2
ORD0191,2024-12-03,December,Q4,P010,Whiteboard Marker Set,Stationery,Chennai,South,Corporate B2B,Individual,Credit Card,2,180.0,0,360.0,No,3
ORD0192,2024-11-29,November,Q4,P004,Notebook Set (5 pack),Stationery,Kolkata,East,Corporate B2B,Enterprise,Credit Card,8,200.0,20,1600.0,No,4
ORD0193,2024-05-05,May,Q2,P013,Printer Ink Cartridge,Stationery,Kolkata,East,Retail Store,SME,Credit Card,1,902.5,5,902.5,No,2
ORD0194,2024-06-23,June,Q2,P010,Whiteboard Marker Set,Stationery,Mumbai,West,Retail Store,Enterprise,Net Banking,6,153.0,15,918.0,No,5
ORD0195,2024-02-24,February,Q1,P006,USB-C Hub,Electronics,Bangalore,South,Retail Store,Individual,Net Banking,8,2090.0,5,16720.0,No,
ORD0196,2024-07-15,July,Q3,P014,Filing Cabinet,Furniture,Kolkata,East,Online,Individual,Net Banking,10,7650.0,10,76500.0,No,
ORD0197,2024-09-20,September,Q3,P008,A4 Paper Ream,Stationery,Pune,West,Retail Store,SME,Credit Card,2,340.0,15,680.0,No,2
ORD0198,2024-10-25,October,Q4,P006,USB-C Hub,Electronics,Guwahati,Northeast,Online,SME,Cash,10,1870.0,15,18700.0,No,
ORD0199,2024-02-25,February,Q1,P007,Mechanical Keyboard,Electronics,Mumbai,West,Retail Store,Enterprise,Net Banking,7,4050.0,10,28350.0,Yes,
ORD0200,2024-10-14,October,Q4,P004,Notebook Set (5 pack),Stationery,Chennai,South,Corporate B2B,SME,Credit Card,7,200.0,20,1400.0,No,5
ORD0201,2024-12-14,December,Q4,P010,Whiteboard Marker Set,Stationery,Delhi,North,Online,Individual,Cash,6,162.0,10,972.0,No,2
ORD0202,2024-04-11,April,Q2,P010,Whiteboard Marker Set,Stationery,Kolkata,East,Corporate B2B,Individual,Credit Card,1,171.0,5,171.0,No,5
ORD0203,2024-08-21,August,Q3,P003,Office Chair,Furniture,Mumbai,West,Retail Store,Enterprise,Net Banking,3,10200.0,15,30600.0,No,3
ORD0204,2024-10-30,October,Q4,P006,USB-C Hub,Electronics,Pune,West,Corporate B2B,Enterprise,Net Banking,8,2200.0,0,17600.0,No,4
ORD0205,2024-10-25,October,Q4,P005,LED Desk Lamp,Furniture,Guwahati,Northeast,Corporate B2B,SME,Net Banking,10,1440.0,20,14400.0,No,
ORD0206,2024-09-02,September,Q3,P003,Office Chair,Furniture,Kolkata,East,Online,Enterprise,UPI,1,9600.0,20,9600.0,No,
ORD0207,2024-01-10,January,Q1,P008,A4 Paper Ream,Stationery,Chennai,South,Retail Store,Individual,Cash,4,340.0,15,1360.0,No,4
ORD0208,2024-02-01,February,Q1,P012,Monitor 24 inch,Electronics,Mumbai,West,Corporate B2B,Individual,EMI,6,15300.0,15,91800.0,No,2
ORD0209,2024-08-23,August,Q3,P015,Webcam HD,Electronics,Chennai,South,Corporate B2B,SME,Net Banking,10,2720.0,15,27200.0,No,
ORD0210,2024-10-12,October,Q4,P005,LED Desk Lamp,Furniture,Bangalore,South,Retail Store,SME,UPI,8,1620.0,10,12960.0,No,3
ORD0211,2024-05-27,May,Q2,P002,Wireless Headphones,Electronics,Kolkata,East,Retail Store,SME,UPI,5,3500.0,0,17500.0,No,3
ORD0212,2024-08-14,August,Q3,P011,Standing Desk,Furniture,Hyderabad,South,Corporate B2B,SME,UPI,4,17600.0,20,70400.0,No,3
ORD0213,2024-03-11,March,Q1,P002,Wireless Headphones,Electronics,Bangalore,South,Online,Individual,EMI,4,3325.0,5,13300.0,Yes,4
ORD0214,2024-02-21,February,Q1,P011,Standing Desk,Furniture,Mumbai,West,Online,Enterprise,UPI,7,18700.0,15,130900.0,No,
ORD0215,2024-05-27,May,Q2,P006,USB-C Hub,Electronics,Hyderabad,South,Corporate B2B,Individual,Credit Card,10,2090.0,5,20900.0,No,1
ORD0216,2024-03-30,March,Q1,P007,Mechanical Keyboard,Electronics,Mumbai,West,Online,SME,Cash,3,4050.0,10,12150.0,No,
ORD0217,2024-10-17,October,Q4,P010,Whiteboard Marker Set,Stationery,Delhi,North,Retail Store,SME,Cash,9,144.0,20,1296.0,No,5
ORD0218,2024-08-27,August,Q3,P005,LED Desk Lamp,Furniture,Bangalore,South,Online,SME,UPI,8,1620.0,10,12960.0,No,
ORD0219,2024-06-21,June,Q2,P013,Printer Ink Cartridge,Stationery,Hyderabad,South,Corporate B2B,Enterprise,UPI,3,760.0,20,2280.0,No,4
ORD0220,2024-09-20,September,Q3,P006,USB-C Hub,Electronics,Delhi,North,Retail Store,Enterprise,Credit Card,3,2090.0,5,6270.0,No,1
ORD0221,2024-05-13,May,Q2,P007,Mechanical Keyboard,Electronics,Bangalore,South,Retail Store,SME,Net Banking,5,3600.0,20,18000.0,No,
ORD0222,2024-11-30,November,Q4,P006,USB-C Hub,Electronics,Bangalore,South,Online,Enterprise,Credit Card,8,1980.0,10,15840.0,No,3
ORD0223,2024-12-19,December,Q4,P002,Wireless Headphones,Electronics,Hyderabad,South,Retail Store,Enterprise,UPI,4,3325.0,5,13300.0,No,5
ORD0224,2024-07-10,July,Q3,P007,Mechanical Keyboard,Electronics,Pune,West,Corporate B2B,Enterprise,UPI,4,3600.0,20,14400.0,No,
ORD0225,2024-08-16,August,Q3,P009,Ergonomic Mouse,Electronics,Chennai,South,Online,Enterprise,Credit Card,1,1280.0,20,1280.0,No,
ORD0226,2024-10-01,October,Q4,P003,Office Chair,Furniture,Mumbai,West,Retail Store,Enterprise,Cash,2,11400.0,5,22800.0,No,5
ORD0227,2024-08-16,August,Q3,P013,Printer Ink Cartridge,Stationery,Guwahati,Northeast,Retail Store,Individual,EMI,7,807.5,15,5652.5,No,3
ORD0228,2024-01-12,January,Q1,P007,Mechanical Keyboard,Electronics,Hyderabad,South,Online,Enterprise,UPI,10,4500.0,0,45000.0,Yes,1
ORD0229,2024-10-04,October,Q4,P001,Laptop Pro 15,Electronics,Delhi,North,Retail Store,Individual,Net Banking,7,61750.0,5,432250.0,No,4
ORD0230,2024-07-10,July,Q3,P015,Webcam HD,Electronics,Kolkata,East,Retail Store,SME,Cash,2,2560.0,20,5120.0,No,1
ORD0231,2024-04-01,April,Q2,P009,Ergonomic Mouse,Electronics,Kolkata,East,Corporate B2B,Individual,UPI,1,1600.0,0,1600.0,No,5
ORD0232,2024-08-05,August,Q3,P009,Ergonomic Mouse,Electronics,Kolkata,East,Online,Individual,Cash,6,1520.0,5,9120.0,No,1
ORD0233,2024-01-17,January,Q1,P013,Printer Ink Cartridge,Stationery,Kolkata,East,Corporate B2B,Individual,UPI,4,950.0,0,3800.0,No,
ORD0234,2024-11-02,November,Q4,P011,Standing Desk,Furniture,Guwahati,Northeast,Online,Enterprise,Credit Card,7,18700.0,15,130900.0,No,
ORD0235,2024-01-29,January,Q1,P003,Office Chair,Furniture,Hyderabad,South,Online,Enterprise,EMI,6,9600.0,20,57600.0,No,3
ORD0236,2024-05-01,May,Q2,P005,LED Desk Lamp,Furniture,Mumbai,West,Corporate B2B,Enterprise,UPI,7,1620.0,10,11340.0,No,5
ORD0237,2024-03-30,March,Q1,P011,Standing Desk,Furniture,Kolkata,East,Corporate B2B,SME,Credit Card,6,18700.0,15,112200.0,No,4
ORD0238,2024-07-28,July,Q3,P003,Office Chair,Furniture,Hyderabad,South,Retail Store,Individual,EMI,8,11400.0,5,91200.0,No,2
ORD0239,2024-08-25,August,Q3,P015,Webcam HD,Electronics,Guwahati,Northeast,Corporate B2B,SME,Cash,9,2560.0,20,23040.0,No,
ORD0240,2024-04-14,April,Q2,P006,USB-C Hub,Electronics,Delhi,North,Retail Store,SME,Credit Card,9,2090.0,5,18810.0,Yes,5
ORD0241,2024-11-04,November,Q4,P001,Laptop Pro 15,Electronics,Delhi,North,Online,Enterprise,EMI,4,55250.0,15,221000.0,No,3
ORD0242,2024-01-08,January,Q1,P004,Notebook Set (5 pack),Stationery,Bangalore,South,Corporate B2B,Individual,Cash,4,200.0,20,800.0,No,2
ORD0243,2024-10-09,October,Q4,P006,USB-C Hub,Electronics,Hyderabad,South,Retail Store,SME,EMI,6,1980.0,10,11880.0,No,4
ORD0244,2024-08-26,August,Q3,P002,Wireless Headphones,Electronics,Pune,West,Retail Store,Individual,Net Banking,6,2975.0,15,17850.0,Yes,2
ORD0245,2024-01-09,January,Q1,P005,LED Desk Lamp,Furniture,Kolkata,East,Retail Store,Individual,UPI,6,1710.0,5,10260.0,No,4
ORD0246,2024-10-08,October,Q4,P011,Standing Desk,Furniture,Chennai,South,Retail Store,SME,Cash,8,20900.0,5,167200.0,No,2
ORD0247,2024-10-06,October,Q4,P008,A4 Paper Ream,Stationery,Mumbai,West,Corporate B2B,Enterprise,Credit Card,9,400.0,0,3600.0,No,
ORD0248,2024-12-08,December,Q4,P001,Laptop Pro 15,Electronics,Guwahati,Northeast,Retail Store,Individual,UPI,2,61750.0,5,123500.0,Yes,3
ORD0249,2024-01-31,January,Q1,P010,Whiteboard Marker Set,Stationery,Pune,West,Corporate B2B,SME,Credit Card,1,144.0,20,144.0,No,
ORD0250,2024-09-28,September,Q3,P012,Monitor 24 inch,Electronics,Hyderabad,South,Corporate B2B,SME,Credit Card,9,15300.0,15,137700.0,No,1
ORD0251,2024-02-19,February,Q1,P009,Ergonomic Mouse,Electronics,Mumbai,West,Online,Individual,EMI,9,1440.0,10,12960.0,No,
ORD0252,2024-07-22,July,Q3,P002,Wireless Headphones,Electronics,Chennai,South,Retail Store,SME,EMI,4,3325.0,5,13300.0,No,1
ORD0253,2024-11-30,November,Q4,P014,Filing Cabinet,Furniture,Guwahati,Northeast,Online,SME,Cash,7,6800.0,20,47600.0,No,2
ORD0254,2024-02-12,February,Q1,P008,A4 Paper Ream,Stationery,Kolkata,East,Corporate B2B,SME,EMI,2,320.0,20,640.0,No,
ORD0255,2024-12-20,December,Q4,P015,Webcam HD,Electronics,Pune,West,Retail Store,Individual,Credit Card,5,2560.0,20,12800.0,No,
ORD0256,2024-06-10,June,Q2,P001,Laptop Pro 15,Electronics,Bangalore,South,Corporate B2B,Individual,Cash,2,58500.0,10,117000.0,No,
ORD0257,2024-07-18,July,Q3,P011,Standing Desk,Furniture,Chennai,South,Retail Store,Enterprise,UPI,2,17600.0,20,35200.0,No,1
ORD0258,2024-08-11,August,Q3,P004,Notebook Set (5 pack),Stationery,Delhi,North,Retail Store,Enterprise,EMI,10,212.5,15,2125.0,No,3
ORD0259,2024-08-18,August,Q3,P008,A4 Paper Ream,Stationery,Bangalore,South,Retail Store,Enterprise,Cash,7,380.0,5,2660.0,No,1
ORD0260,2024-11-12,November,Q4,P005,LED Desk Lamp,Furniture,Bangalore,South,Corporate B2B,Individual,Credit Card,5,1710.0,5,8550.0,No,2
ORD0261,2024-07-18,July,Q3,P006,USB-C Hub,Electronics,Chennai,South,Online,Individual,Credit Card,5,1870.0,15,9350.0,No,
ORD0262,2024-03-08,March,Q1,P002,Wireless Headphones,Electronics,Mumbai,West,Retail Store,SME,EMI,9,2800.0,20,25200.0,No,
ORD0263,2024-06-30,June,Q2,P009,Ergonomic Mouse,Electronics,Delhi,North,Corporate B2B,Enterprise,Net Banking,7,1600.0,0,11200.0,No,1
ORD0264,2024-10-13,October,Q4,P015,Webcam HD,Electronics,Bangalore,South,Corporate B2B,Enterprise,UPI,7,3040.0,5,21280.0,No,4
ORD0265,2024-03-15,March,Q1,P002,Wireless Headphones,Electronics,Mumbai,West,Retail Store,SME,Cash,5,2975.0,15,14875.0,No,2
ORD0266,2024-11-16,November,Q4,P008,A4 Paper Ream,Stationery,Bangalore,South,Retail Store,Individual,UPI,5,400.0,0,2000.0,No,5
ORD0267,2024-07-13,July,Q3,P013,Printer Ink Cartridge,Stationery,Chennai,South,Retail Store,SME,Cash,10,902.5,5,9025.0,No,2
ORD0268,2024-09-02,September,Q3,P006,USB-C Hub,Electronics,Mumbai,West,Retail Store,SME,Net Banking,8,1760.0,20,14080.0,No,3
ORD0269,2024-07-20,July,Q3,P006,USB-C Hub,Electronics,Delhi,North,Corporate B2B,Individual,EMI,9,2090.0,5,18810.0,No,4
ORD0270,2024-12-28,December,Q4,P004,Notebook Set (5 pack),Stationery,Pune,West,Retail Store,Enterprise,Credit Card,7,212.5,15,1487.5,No,3
ORD0271,2024-12-03,December,Q4,P003,Office Chair,Furniture,Kolkata,East,Retail Store,Individual,Cash,10,10200.0,15,102000.0,No,4
ORD0272,2024-10-05,October,Q4,P001,Laptop Pro 15,Electronics,Chennai,South,Corporate B2B,Enterprise,EMI,2,65000.0,0,130000.0,No,3
ORD0273,2024-03-26,March,Q1,P011,Standing Desk,Furniture,Guwahati,Northeast,Corporate B2B,Enterprise,Cash,6,18700.0,15,112200.0,No,
ORD0274,2024-04-23,April,Q2,P009,Ergonomic Mouse,Electronics,Bangalore,South,Retail Store,SME,Cash,8,1280.0,20,10240.0,No,
ORD0275,2024-01-13,January,Q1,P008,A4 Paper Ream,Stationery,Delhi,North,Retail Store,SME,Credit Card,2,380.0,5,760.0,No,2
ORD0276,2024-09-23,September,Q3,P008,A4 Paper Ream,Stationery,Chennai,South,Retail Store,Individual,Cash,8,360.0,10,2880.0,Yes,
ORD0277,2024-12-29,December,Q4,P002,Wireless Headphones,Electronics,Guwahati,Northeast,Retail Store,Enterprise,Credit Card,3,3325.0,5,9975.0,No,3
ORD0278,2024-10-13,October,Q4,P007,Mechanical Keyboard,Electronics,Pune,West,Online,SME,UPI,3,3825.0,15,11475.0,No,2
ORD0279,2024-08-18,August,Q3,P010,Whiteboard Marker Set,Stationery,Kolkata,East,Retail Store,Individual,UPI,4,162.0,10,648.0,No,1
ORD0280,2024-10-22,October,Q4,P002,Wireless Headphones,Electronics,Mumbai,West,Retail Store,SME,UPI,8,3500.0,0,28000.0,No,5
ORD0281,2024-11-23,November,Q4,P006,USB-C Hub,Electronics,Kolkata,East,Corporate B2B,SME,EMI,2,1980.0,10,3960.0,No,2
ORD0282,2024-12-10,December,Q4,P012,Monitor 24 inch,Electronics,Hyderabad,South,Corporate B2B,Enterprise,Credit Card,3,16200.0,10,48600.0,No,2
ORD0283,2024-07-10,July,Q3,P012,Monitor 24 inch,Electronics,Mumbai,West,Corporate B2B,SME,Cash,10,17100.0,5,171000.0,No,4
ORD0284,2024-11-21,November,Q4,P009,Ergonomic Mouse,Electronics,Mumbai,West,Corporate B2B,Individual,Cash,5,1520.0,5,7600.0,No,5
ORD0285,2024-01-28,January,Q1,P014,Filing Cabinet,Furniture,Chennai,South,Online,SME,UPI,4,7225.0,15,28900.0,No,4
ORD0286,2024-07-28,July,Q3,P011,Standing Desk,Furniture,Pune,West,Retail Store,Enterprise,Cash,8,20900.0,5,167200.0,No,
ORD0287,2024-04-22,April,Q2,P005,LED Desk Lamp,Furniture,Guwahati,Northeast,Retail Store,Individual,EMI,5,1710.0,5,8550.0,No,4
ORD0288,2024-10-08,October,Q4,P009,Ergonomic Mouse,Electronics,Delhi,North,Corporate B2B,Individual,Net Banking,9,1440.0,10,12960.0,No,4
ORD0289,2024-10-06,October,Q4,P004,Notebook Set (5 pack),Stationery,Kolkata,East,Online,Enterprise,UPI,5,250.0,0,1250.0,No,1
ORD0290,2024-08-12,August,Q3,P014,Filing Cabinet,Furniture,Delhi,North,Online,Individual,EMI,6,6800.0,20,40800.0,No,
ORD0291,2024-03-12,March,Q1,P013,Printer Ink Cartridge,Stationery,Bangalore,South,Online,Individual,EMI,6,760.0,20,4560.0,No,3
ORD0292,2024-12-26,December,Q4,P005,LED Desk Lamp,Furniture,Hyderabad,South,Corporate B2B,SME,EMI,2,1710.0,5,3420.0,No,1
ORD0293,2024-05-21,May,Q2,P014,Filing Cabinet,Furniture,Mumbai,West,Corporate B2B,Individual,UPI,3,7650.0,10,22950.0,No,4
ORD0294,2024-09-07,September,Q3,P003,Office Chair,Furniture,Hyderabad,South,Corporate B2B,SME,Cash,8,12000.0,0,96000.0,No,1
ORD0295,2024-07-25,July,Q3,P009,Ergonomic Mouse,Electronics,Hyderabad,South,Corporate B2B,SME,Cash,8,1440.0,10,11520.0,No,1
ORD0296,2024-08-22,August,Q3,P011,Standing Desk,Furniture,Chennai,South,Online,Enterprise,Cash,4,18700.0,15,74800.0,No,3
ORD0297,2024-05-25,May,Q2,P006,USB-C Hub,Electronics,Mumbai,West,Corporate B2B,SME,Net Banking,1,2200.0,0,2200.0,No,4
ORD0298,2024-01-09,January,Q1,P002,Wireless Headphones,Electronics,Mumbai,West,Retail Store,SME,Credit Card,7,3325.0,5,23275.0,No,3
ORD0299,2024-03-22,March,Q1,P014,Filing Cabinet,Furniture,Hyderabad,South,Online,Enterprise,Net Banking,5,8500.0,0,42500.0,No,2
ORD0300,2024-01-27,January,Q1,P007,Mechanical Keyboard,Electronics,Hyderabad,South,Corporate B2B,Enterprise,UPI,7,4500.0,0,31500.0,No,
ORD0301,2024-09-01,September,Q3,P002,Wireless Headphones,Electronics,Mumbai,West,Corporate B2B,Individual,EMI,8,3500.0,0,28000.0,Yes,1
ORD0302,2024-08-04,August,Q3,P012,Monitor 24 inch,Electronics,Mumbai,West,Retail Store,Individual,UPI,7,18000.0,0,126000.0,No,
ORD0303,2024-06-09,June,Q2,P006,USB-C Hub,Electronics,Hyderabad,South,Online,SME,UPI,3,2200.0,0,6600.0,No,
ORD0304,2024-11-28,November,Q4,P003,Office Chair,Furniture,Pune,West,Retail Store,Enterprise,UPI,3,10200.0,15,30600.0,No,2
ORD0305,2024-02-14,February,Q1,P015,Webcam HD,Electronics,Delhi,North,Online,Individual,EMI,7,2880.0,10,20160.0,No,2
ORD0306,2024-05-06,May,Q2,P005,LED Desk Lamp,Furniture,Delhi,North,Online,Enterprise,EMI,10,1440.0,20,14400.0,No,1
ORD0307,2024-12-03,December,Q4,P015,Webcam HD,Electronics,Hyderabad,South,Online,Enterprise,EMI,9,3040.0,5,27360.0,No,
ORD0308,2024-01-28,January,Q1,P013,Printer Ink Cartridge,Stationery,Bangalore,South,Retail Store,SME,Credit Card,4,807.5,15,3230.0,No,
ORD0309,2024-01-07,January,Q1,P006,USB-C Hub,Electronics,Chennai,South,Online,SME,EMI,7,1980.0,10,13860.0,No,
ORD0310,2024-08-29,August,Q3,P013,Printer Ink Cartridge,Stationery,Delhi,North,Online,Enterprise,Credit Card,1,855.0,10,855.0,No,4
ORD0311,2024-09-16,September,Q3,P005,LED Desk Lamp,Furniture,Kolkata,East,Retail Store,Enterprise,Cash,2,1440.0,20,2880.0,No,
ORD0312,2024-02-12,February,Q1,P005,LED Desk Lamp,Furniture,Delhi,North,Corporate B2B,Individual,UPI,9,1620.0,10,14580.0,No,1
ORD0313,2024-06-07,June,Q2,P012,Monitor 24 inch,Electronics,Kolkata,East,Corporate B2B,Individual,Credit Card,4,18000.0,0,72000.0,No,
ORD0314,2024-11-09,November,Q4,P010,Whiteboard Marker Set,Stationery,Guwahati,Northeast,Retail Store,Enterprise,UPI,2,180.0,0,360.0,No,2
ORD0315,2024-09-11,September,Q3,P006,USB-C Hub,Electronics,Hyderabad,South,Online,SME,UPI,5,2200.0,0,11000.0,No,
ORD0316,2024-08-07,August,Q3,P005,LED Desk Lamp,Furniture,Delhi,North,Retail Store,Enterprise,EMI,2,1530.0,15,3060.0,No,4
ORD0317,2024-10-17,October,Q4,P003,Office Chair,Furniture,Chennai,South,Online,SME,Credit Card,10,12000.0,0,120000.0,No,1
ORD0318,2024-01-07,January,Q1,P004,Notebook Set (5 pack),Stationery,Guwahati,Northeast,Retail Store,SME,Cash,3,237.5,5,712.5,No,5
ORD0319,2024-12-01,December,Q4,P007,Mechanical Keyboard,Electronics,Bangalore,South,Retail Store,Individual,Cash,6,4050.0,10,24300.0,No,1
ORD0320,2024-09-14,September,Q3,P011,Standing Desk,Furniture,Guwahati,Northeast,Online,Individual,EMI,1,18700.0,15,18700.0,Yes,3
ORD0321,2024-06-08,June,Q2,P006,USB-C Hub,Electronics,Delhi,North,Corporate B2B,SME,Credit Card,6,2090.0,5,12540.0,No,5
ORD0322,2024-05-04,May,Q2,P008,A4 Paper Ream,Stationery,Chennai,South,Corporate B2B,SME,UPI,9,380.0,5,3420.0,No,1
ORD0323,2024-04-29,April,Q2,P009,Ergonomic Mouse,Electronics,Chennai,South,Corporate B2B,Enterprise,Credit Card,6,1600.0,0,9600.0,No,3
ORD0324,2024-02-23,February,Q1,P004,Notebook Set (5 pack),Stationery,Bangalore,South,Retail Store,SME,Credit Card,3,225.0,10,675.0,No,5
ORD0325,2024-07-30,July,Q3,P012,Monitor 24 inch,Electronics,Chennai,South,Retail Store,Enterprise,Credit Card,10,18000.0,0,180000.0,No,4
ORD0326,2024-02-08,February,Q1,P010,Whiteboard Marker Set,Stationery,Guwahati,Northeast,Retail Store,Enterprise,UPI,4,162.0,10,648.0,No,4
ORD0327,2024-12-24,December,Q4,P014,Filing Cabinet,Furniture,Chennai,South,Retail Store,SME,Net Banking,4,8500.0,0,34000.0,No,
ORD0328,2024-10-26,October,Q4,P002,Wireless Headphones,Electronics,Mumbai,West,Online,Individual,Cash,8,3150.0,10,25200.0,No,2
ORD0329,2024-08-19,August,Q3,P005,LED Desk Lamp,Furniture,Pune,West,Retail Store,Individual,Credit Card,3,1620.0,10,4860.0,No,1
ORD0330,2024-04-20,April,Q2,P014,Filing Cabinet,Furniture,Chennai,South,Online,Individual,UPI,6,7225.0,15,43350.0,No,3
ORD0331,2024-03-30,March,Q1,P001,Laptop Pro 15,Electronics,Kolkata,East,Retail Store,Enterprise,EMI,4,65000.0,0,260000.0,No,2
ORD0332,2024-03-03,March,Q1,P001,Laptop Pro 15,Electronics,Guwahati,Northeast,Online,Individual,UPI,7,58500.0,10,409500.0,No,1
ORD0333,2024-10-25,October,Q4,P010,Whiteboard Marker Set,Stationery,Hyderabad,South,Online,Individual,Credit Card,4,153.0,15,612.0,No,
ORD0334,2024-06-18,June,Q2,P002,Wireless Headphones,Electronics,Guwahati,Northeast,Retail Store,Individual,UPI,10,2975.0,15,29750.0,No,1
ORD0335,2024-07-14,July,Q3,P011,Standing Desk,Furniture,Kolkata,East,Online,SME,UPI,3,19800.0,10,59400.0,No,1
ORD0336,2024-11-10,November,Q4,P010,Whiteboard Marker Set,Stationery,Bangalore,South,Corporate B2B,SME,Cash,7,144.0,20,1008.0,No,
ORD0337,2024-07-15,July,Q3,P003,Office Chair,Furniture,Kolkata,East,Online,Enterprise,EMI,4,9600.0,20,38400.0,No,3
ORD0338,2024-09-02,September,Q3,P009,Ergonomic Mouse,Electronics,Pune,West,Retail Store,Enterprise,EMI,6,1360.0,15,8160.0,No,
ORD0339,2024-11-01,November,Q4,P004,Notebook Set (5 pack),Stationery,Guwahati,Northeast,Retail Store,Individual,Cash,9,225.0,10,2025.0,No,2
ORD0340,2024-02-21,February,Q1,P004,Notebook Set (5 pack),Stationery,Bangalore,South,Retail Store,Enterprise,Credit Card,4,200.0,20,800.0,No,3
ORD0341,2024-03-29,March,Q1,P003,Office Chair,Furniture,Bangalore,South,Corporate B2B,SME,Net Banking,10,12000.0,0,120000.0,No,5
ORD0342,2024-10-15,October,Q4,P003,Office Chair,Furniture,Bangalore,South,Retail Store,Enterprise,Net Banking,3,10200.0,15,30600.0,Yes,
ORD0343,2024-11-04,November,Q4,P004,Notebook Set (5 pack),Stationery,Guwahati,Northeast,Corporate B2B,SME,Credit Card,6,200.0,20,1200.0,No,
ORD0344,2024-03-31,March,Q1,P015,Webcam HD,Electronics,Chennai,South,Online,Individual,UPI,10,3040.0,5,30400.0,No,3
ORD0345,2024-02-07,February,Q1,P006,USB-C Hub,Electronics,Kolkata,East,Corporate B2B,Individual,Net Banking,5,1980.0,10,9900.0,No,
ORD0346,2024-08-11,August,Q3,P013,Printer Ink Cartridge,Stationery,Pune,West,Corporate B2B,SME,UPI,9,760.0,20,6840.0,No,
ORD0347,2024-10-28,October,Q4,P014,Filing Cabinet,Furniture,Mumbai,West,Retail Store,SME,Net Banking,3,8075.0,5,24225.0,No,5
ORD0348,2024-07-19,July,Q3,P014,Filing Cabinet,Furniture,Guwahati,Northeast,Online,Enterprise,Net Banking,10,8075.0,5,80750.0,No,
ORD0349,2024-09-11,September,Q3,P003,Office Chair,Furniture,Chennai,South,Corporate B2B,Individual,UPI,6,10800.0,10,64800.0,No,1
ORD0350,2024-12-28,December,Q4,P011,Standing Desk,Furniture,Chennai,South,Retail Store,Individual,Net Banking,4,20900.0,5,83600.0,No,1
ORD0351,2024-01-01,January,Q1,P001,Laptop Pro 15,Electronics,Kolkata,East,Retail Store,Enterprise,Cash,3,55250.0,15,165750.0,No,5
ORD0352,2024-07-11,July,Q3,P002,Wireless Headphones,Electronics,Pune,West,Corporate B2B,Enterprise,UPI,3,2975.0,15,8925.0,No,3
ORD0353,2024-01-11,January,Q1,P006,USB-C Hub,Electronics,Hyderabad,South,Online,Individual,Net Banking,3,1870.0,15,5610.0,No,
ORD0354,2024-02-17,February,Q1,P006,USB-C Hub,Electronics,Pune,West,Corporate B2B,Individual,Cash,3,1760.0,20,5280.0,No,
ORD0355,2024-02-21,February,Q1,P006,USB-C Hub,Electronics,Bangalore,South,Online,SME,EMI,9,1980.0,10,17820.0,No,
ORD0356,2024-02-19,February,Q1,P001,Laptop Pro 15,Electronics,Kolkata,East,Corporate B2B,Enterprise,Cash,3,65000.0,0,195000.0,No,3
ORD0357,2024-12-04,December,Q4,P011,Standing Desk,Furniture,Pune,West,Online,Individual,Credit Card,4,20900.0,5,83600.0,No,4
ORD0358,2024-02-29,February,Q1,P005,LED Desk Lamp,Furniture,Kolkata,East,Retail Store,SME,Net Banking,2,1440.0,20,2880.0,No,4
ORD0359,2024-07-08,July,Q3,P003,Office Chair,Furniture,Pune,West,Online,SME,Cash,8,10800.0,10,86400.0,No,
ORD0360,2024-02-01,February,Q1,P003,Office Chair,Furniture,Delhi,North,Online,Enterprise,Net Banking,9,10200.0,15,91800.0,No,5
